,Options,,Mileage,,Diesel,,Manual,Area,,Citroen,,Fuel Type,47 500 Km,,,"Automatic Brake System, Air Conditioning, Power Steering, Central Locking                                                                                    ,
                                                                                                                                                        .",,2014 Citroen DS4 2.0 Hdi 160 Sport 5dr,White,,R 204 900,Gauteng,1098270,2016/07/26,Transmission,,Car id,Year,2014,,,Citroen DS4,,Colour
,Options,,Mileage,,Diesel,,Manual,Area,,Citroen,,Fuel Type,13 500 Km,,,"Automatic Brake System, Air Conditioning, Power Steering, Central Locking                                                                                    ,
                                                                                                                                                        .",,2015 Citroen DS4 2.0 Hdi 160 Sport 5dr,Red,,R 264 900,Gauteng,1099946,2016/07/26,Transmission,,Car id,Year,2015,,,Citroen DS4,,Colour
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,35 000 Km,,,"Automatic Brake System, Air Conditioning, Power Steering, Central Locking                                                                                    ,
                                                                                                                                                        .",,2014 Citroen DS4 1.6 Thp 200 Sport 5dr,White,,R 234 900,Gauteng,1099856,2016/07/26,Transmission,,Car id,Year,2014,,,Citroen DS4,,Colour
,Options,,Mileage,,Diesel,,Automatic,Area,,Citroen,,Fuel Type,28 000 Km,,,"Automatic Brake System, Air Conditioning, Power Steering, Central Locking                                                                                    ,
                                                                                                                                                        .",,2014 Citroen DS4 2.0 HDi 160 Sport 5-Door Auto,Silver,,R 244 900,Gauteng,1098334,2016/07/26,Transmission,,Car id,Year,2014,,,Citroen DS4,,Colour
,Options,,Mileage,,Diesel,,Manual,Area,,Citroen,,Fuel Type,39 000 Km,,,"Automatic Brake System, Air Conditioning, Power Steering                                                                                    ,
                                                                                                                                                        .",,2013 Citroen DS4 2.0 Hdi 160 Sport 5dr,White,,R 204 900,Gauteng,1098250,2016/07/26,Transmission,,Car id,Year,2013,,,Citroen DS4,,Colour
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,36 500 Km,,,"Automatic Brake System, Air Conditioning, Power Steering, Central Locking                                                                                    ,
                                                                                                                                                        .",,2014 Citroen DS4 1.6 Thp 200 Sport 5dr,Silver,,R 234 900,Gauteng,1098318,2016/07/26,Transmission,,Car id,Year,2014,,,Citroen DS4,,Colour
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,80 000 Km,,,"ABS, Air bags, Aircon, Alarm, Full service record, Radio                                                                                    ,
                                                                                                                                                        cd,mp3,aux in,very clean and neat,central locking,power steering.contact Phillip 0745277201/0110407389 or whatsup.",,2007 Citroen C1 1.0i Play,red,,R 54 999,Gauteng,N/A,2016/07/26,Transmission,,Car id,Year,2007,,,Citroen C1,,Colour
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,79 000 Km,,,Driver Air Bag;Passenger Air Bag;Anti-Lock Brakes;Air Conditioning;Power Steering;Child Seat Anchor;Power Windows;AM/FM Radio;Compact Disc Player;Power Door Locks,,2012 Citroen C3 1.4 Attraction,MAROON,,R 99 990,Gauteng,5939329,2016/07/26,Transmission,,Car id,Year,2012,,,Citroen C3,,Colour
,Fuel Type,,Mileage,,Manual,,blue,Options,,Citroen,,Transmission,18 000 Km,N/A,,Petrol,,2015 Citroen C4 Aircross 2.0 Attraction,Excellent,,R 199 995,"2015 Citroen C4 Aircross 2.0 Attraction[110KW]........Only done 18000kms with FSH, Bal of Factory warranty and Service plan, Immaculate condition, C/d player, A/con, P/str...............R199 995........Bank finance available contact ASH on 083 786 3377 [PMBurg]",Kwazulu Natal,2016/07/26,Colour,,Area,Year,2015,,Car id,Citroen C4,,Condition
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,128 000 Km,,,"Very well looked after, fuel efficient, perfect for first vehicle and run around car.                                                                                    ,
                                                                                                                                                        Prices are subject to change. All vehicles are road worthy tested. A 160 point test is available on request.  Finance available and trade-ins welcome. For more information feel free to contact us at 012 660 1097 or visit our showroom for a test drive today. A R1000 holding deposit will secure the vehicle for you for 2 days. TCs apply.",,2007 Citroen C3 1.6 Furio,Sable,,R 62 500,Gauteng,A072,2016/07/26,Transmission,,Car id,Year,2007,,,Citroen C3,,Colour
,Fuel Type,,Mileage,,Manual,,white,Options,,Citroen,,Transmission,91 000 Km,N/A,,Petrol,,2013 Citroen C1 1.0i Attraction,Excellent,,R 69 900,"ABS, Air bags, Aircon, Electric Windows",Gauteng,2016/07/26,Colour,,Area,Year,2013,,Car id,Citroen C1,,Condition
,Fuel Type,,Mileage,,Manual,,Bright white,Options,,Citroen,,Transmission,55 000 Km,845775,,Petrol,,2012 Citroen DS3 1.6 Thp Sport 3dr,excellent,,R 144 900,"ABS, EBS, brake assist, stability control, power steering, central locking, aircon, climate control, CD player, AUX input, USB port",Gauteng,2016/07/26,Colour,,Area,Year,2012,,Car id,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,Graphite grey,Options,,Citroen,,Transmission,88 000 Km,845776,,Petrol,,2012 Citroen C4 Aircross 2.0 Attraction,excellent,,R 134 900,"ABS, EBS, brake assist, power steering, central locking, electric windows, aircon, CD player",Gauteng,2016/07/26,Colour,,Area,Year,2012,,Car id,Citroen C4,,Condition
,Fuel Type,,Mileage,,Manual,,White,Area,,Citroen,,Transmission,70 000 Km,,,Petrol,,2011 Citroen DS3 1.6 E-THP Sport 3-Door (120kW),Excellent,,R 149 900,Gauteng,N/A,2016/07/26,Colour,,Car id,Year,2011,,,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,White,Options,,Citroen,,Transmission,108 188 Km,Dealer,,Petrol,,2010 Citroen C3 1.4 Attraction,Excellent,,R 69 900,"ABS, Air bags, Aircon, Electric Windows, Radio                                                                                    ,
                                                                                                                                                        A ladies choice at a great price! Contact Jabu 0813032725/Fortune 0788129228/Manny 0814948641/Billy 0817445961/Scelo 0814740053/Michael 0614276442.Based in 111 Main Street Rosettenville JHB South.Trade-ins welcome.For more details log on to our website www.ebkautodealers.co.za",Gauteng,2016/07/26,Colour,,Area,Year,2010,,Car id,Citroen C3,,Condition
,Fuel Type,,Mileage,,Manual,,Grey,Options,,Citroen,,Transmission,157 000 Km,123017,,Petrol,,2006 Citroen C2 1.4i Vtr,Good,,R 39 950,"radio cd, aircon, power steering, electric windows front, electric mirrors, airbags, central locking. CONTACT RIYAZ 0713648453 email:riyaz@springshyundai.co.za",Gauteng,2016/07/26,Colour,,Area,Year,2006,,Car id,Citroen C2,,Condition
,Fuel Type,,Mileage,,Manual,,Lipizan White,Options,,Citroen,,Transmission,69 500 Km,846446,,Diesel,,2014 Citroen Dispatch 2.0 Hdi,Excellent,,R 289 900,"ABS, EBS, brake assist, stability control, power steering, central locking, CD player, USB port",Gauteng,2016/07/26,Colour,,Area,Year,2014,,Car id,Citroen Dispatch,,Condition
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,57 000 Km,,,"AIRCON, POWER STEERING ELECTRIC WINDOWS, RADIO-CD ABS BRAKES, AIRBAGS",,2013 Citroen C3 1.2 VTi 82 Attraction,WHITE,,R 109 995,Gauteng,46532,2016/07/26,Transmission,,Car id,Year,2013,,,Citroen C3,,Colour
,Fuel Type,,Mileage,,Manual,,Various Colours Available,Options,,Citroen,,Transmission,10 Km,N/A,,Petrol,,2016 Citroen C4 Cactus 1.2t Puretech Feel (81kw),New,,R 229 900,"ABS, Air bags, Aircon, Alarm, Cruise control, Electric Windows, Radio                                                                                    ,
                                                                                                                                                        Factory Demos SPECIAL
Peugeot Citroen Westrand 011 958 0540",Gauteng,2016/07/26,Colour,,Area,Year,2016,,Car id,Citroen C4,,Condition
,Fuel Type,,Mileage,,Manual,,silver,Options,,Citroen,,Transmission,200 Km,N/A,,Petrol,,2015 Citroen DS5  1.6 Thp Sport (147kw),New,,R 349 950,"ABS, Air bags, Aircon, Alarm, Climate control, Cruise control, Electric Windows, Full service record, Leather seats, Park distance control, Radio, Sat nav, Xenon lights                                                                                    ,
                                                                                                                                                        Panoramic Roof x 3 Delivery Mileage, Head up Display,
USB Bluetooth, Lane Assist, Hifi sound, too many extras to mention
Peugeot Citroen Westrand 011 958 0540
R 150000 below new Price",Gauteng,2016/07/26,Colour,,Area,Year,2015,,Car id,Citroen DS5,,Condition
,Options,,Mileage,,Diesel,,Manual,Area,,Citroen,,Fuel Type,16 000 Km,,,"Cliamte Control, Leather Seats, Electric Windows, Electric Mirrors, Cruise Control, Heated Seats, Glass Roof, Parrot Bluetooth, Multifunction Steering Wheel, Airbags, Rear Park Distance Control, Radio CD Player, Traction Control, Onboard Rip Computer, Mag Wheels                                                                                    ,
                                                                                                                                                        Lovely To Drive,Call Now For A Test Drive,Finance Facilities Available",,2015 Citroen C4 Aircross 1.6 HDi Seduction,Blue,,R 249 900,Gauteng,72USH07829,2016/07/26,Transmission,,Car id,Year,2015,,,Citroen C4,,Colour
,Fuel Type,,Mileage,,Manual,,Bright white,Options,,Citroen,,Transmission,80 Km,839077,,Diesel,,2016 Citroen Relay 3.0 HDi 160/180 F/C P/V,brand new,,R 339 900,"ABS, EBS, power steering, central locking",Gauteng,2016/07/26,Colour,,Area,Year,2016,,Car id,Citroen Relay,,Condition
,Fuel Type,,Mileage,,Manual,,Bright white,Area,,Citroen,,Transmission,80 Km,,,Diesel,,2016 Citroen Relay RELAY 3.0 L4H2 19 Seat,brand new,,R 389 900,Gauteng,839078,2016/07/26,Colour,,Car id,Year,2016,,,Citroen Relay,,Condition
,Options,,Mileage,,Diesel,,Manual,Area,,Citroen,,Fuel Type,36 548 Km,,,"Sporty design steering wheel coupled with the body kit to match. The bonnet hides an unbelievable power for a hatchback its size. A beauty to drive with amazing comfort.                                                                                     ,
                                                                                                                                                        A free flowing vehicle that moves almost on air with motionless handling. A car for the future today.",,2013 Citroen DS3 1.6 E- Hdi Style (sportpack) 3dr,RED,,R 169 995,Kwazulu Natal,7154,2016/07/26,Transmission,,Car id,Year,2013,,,Citroen DS3,,Colour
,Fuel Type,,Mileage,,Manual,,silver,Options,,Citroen,,Transmission,96 000 Km,N/A,,Petrol,,2012 Citroen C3 1.6 Vti Exclusive,Excellent,,R 89 500,"ABS, Air bags, Alarm, Climate control, Cruise control, Electric Windows, Full service record, Radio",Gauteng,2016/07/26,Colour,,Area,Year,2012,,Car id,Citroen C3,,Condition
,Options,,Year,,Diesel,,Manual,Area,,Citroen,,Fuel Type,2016,,,Finance available. Trade ins welcome. Pricing exclude on the road fees and any optional extras. Terms and conditions apply. Please contact our sales department for assistance 012 432 0700,,2016 Citroen Relay 3.0HDi 180 L4H2 19-Seat,White,,R 443 000,Gauteng,00007,2016/07/26,Transmission,,Car id,Condition,New,,,Citroen Relay,,Colour
,Options,,Mileage,,Manual,,charcoal,Area,,Citroen,,Transmission,270 434 Km,,,"Aircon, Alarm, Electric Windows, Radio                                                                                    ,
                                                                                                                                                        cash only east rand boksburg",,2001 Citroen Picasso 1.6 Hdi,Good,,R 39 995,Gauteng,N/A,2016/07/26,Colour,,Car id,Year,2001,,,Citroen Picasso,,Condition
